End_of_Period,Loan_Number,Region,Country_Code,Country,Borrower,Guarantor_Country_Code,Guarantor,Loan_Type,Loan_Status,Interest_Rate,Project_ID,Project_Name,Original_Principal_Amount,Cancelled_Amount_,Undisbursed_Amount_,Disbursed_Amount_,Repaid_to_IBRD_,Due_to_IBRD_,Exchange_Adjustment_,Borrowers_Obligation_,Sold_Third_Party_,Repaid__Third_Party,Due__Third_Party_,Loans_Held_,First_Repayment_Date,Last_Repayment_Date,Agreement_Signing_Date,Board_Approval_Date,Effective_Date_(Most_Recent),Closed_Date_(Most_Recent),Last_Disbursement_Date
9/30/2025,IBRD22920,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",CPL,"Fully Repaid",7,P006993,"SANTO DOMINGO TA",7100000,7082294,0,17706,17706,0,0,0,0,0,0,0,2/1/1988,8/1/1998,6/10/1983,5/26/1983,11/11/1983,1/31/1986,
9/30/2025,IBRD23690,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","SECRETARIO TECNICO DE LA PRESIDENCIA",DO,"Dominican Republic",CPL,"Fully Repaid",5,P006994,"PORT/POWER ENG",3800000,0,0,3800000,3800000,0,0,0,0,0,0,0,9/15/1988,3/15/2001,1/23/1984,12/20/1983,2/14/1985,6/30/1986,
9/30/2025,IBRD25580,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",CPL,"Fully Cancelled",7,P006995,"VOC EDUCATION",5800000,5800000,0,0,0,0,0,0,0,0,0,0,12/15/1989,6/15/2002,7/8/1985,5/28/1985,11/11/1986,12/31/1990,
9/30/2025,IBRD26090,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","SECRETARIA DE ESTADO DE OBRAS PUBLICAS",DO,"Dominican Republic",CPL,"Fully Repaid",6,P006996,"RD RECONST III",24750000,302,0,24749697.75,24749698,0,0,0,0,0,0,0,11/15/1989,5/15/2002,8/8/1985,7/23/1985,11/7/1986,12/31/1993,1/11/1994
9/30/2025,IBRD2609S,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","SECRETARIA DE ESTADO DE OBRAS PUBLICAS",DO,"Dominican Republic",SCPD,"Fully Repaid",8,P006996,"RD RECONST III",11050000,0,0,11050000,11050000,0,0,0,0,0,0,0,11/15/1998,5/15/2002,8/8/1985,7/23/1985,11/7/1986,12/31/1993,
9/30/2025,IBRD29490,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","CORP. DOMINICANA DE ELEC.",DO,"Dominican Republic",CPL,"Fully Repaid",6,P007004,"POWER I",39375000,0,0,39375000,39375000,0,0,0,0,0,0,0,2/15/1994,8/15/2005,6/9/1988,6/7/1988,1/12/1989,6/30/1995,8/11/1995
9/30/2025,IBRD2949S,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","CORP. DOMINICANA DE ELEC.",DO,"Dominican Republic",SCPD,"Fully Repaid",5,P007004,"POWER I",65625000,0,0,65625000,65625000,0,0,0,0,0,0,0,8/15/1998,8/15/2005,6/9/1988,6/7/1988,1/12/1989,6/30/1995,
9/30/2025,IBRD30330,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","BANCO CENTRAL DE LA REPUBLICA DOMINICANA",DO,"Dominican Republic",CPL,"Fully Repaid",6,P007025,"IND FREE ZONES DEV",7003486,2126536,0,4876950,4876950,0,0,0,0,0,0,0,10/15/1994,4/15/2009,12/4/1989,3/30/1989,4/6/1990,12/30/1996,1/3/1997
9/30/2025,IBRD3033S,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","BANCO CENTRAL DE LA REPUBLICA DOMINICANA",DO,"Dominican Republic",SCPD,"Fully Repaid",5,P007025,"IND FREE ZONES DEV",22996514,0,0,22996514.19,22996514,0,0,0,0,0,0,0,10/15/1998,4/15/2009,12/4/1989,3/30/1989,4/6/1990,12/30/1996,
9/30/2025,IBRD33500,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","SECRETARIA DE ESTADO DE OBRAS PUBLICAS",DO,"Dominican Republic",CPL,"Fully Repaid",6,P007022,"HWY MAINT V",4490000,0,0,4490000,4490000,0,0,0,0,0,0,0,3/15/1997,9/15/2011,6/2/1992,6/20/1991,12/2/1992,12/31/1998,6/12/1998
9/30/2025,IBRD3350A,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",SCL,"Fully Repaid",1,P007022,"HWY MAINT V",1271836,77688,0,1194148.19,1194148,0,0,0,0,0,0,0,9/15/1998,9/15/2011,6/2/1992,6/20/1991,12/2/1992,12/31/1998,4/8/1999
9/30/2025,IBRD3350S,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",SCPD,"Fully Repaid",4,P007022,"HWY MAINT V",73238164,20861,0,73217303.35,73217303,0,0,0,0,0,0,0,9/15/1998,9/15/2011,6/2/1992,6/20/1991,12/2/1992,12/31/1998,4/10/2001
9/30/2025,IBRD33510,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","SECRETARIA DE ESTADO DE EDUCACION",DO,"Dominican Republic",CPL,"Fully Repaid",6,P007023,"PRIMARY ED",855000,0,0,855000,855000,0,0,0,0,0,0,0,3/15/1997,9/15/2011,12/13/1991,6/20/1991,7/22/1992,6/30/1998,2/7/1997
9/30/2025,IBRD3351S,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","SECRETARIA DE ESTADO DE EDUCACION",DO,"Dominican Republic",SCPD,"Fully Repaid",4,P007023,"PRIMARY ED",14145000,0,0,14145000,14145000,0,0,0,0,0,0,0,9/15/1998,9/15/2011,12/13/1991,6/20/1991,7/22/1992,6/30/1998,
9/30/2025,IBRD38750,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",CPL,"Fully Transferred",7,P007020,"DO IRRIG LAND & WATERSH (SIM)",0,0,0,0,0,0,0,0,0,0,0,0,11/1/2000,5/1/2015,11/14/1995,5/2/1995,4/29/1997,12/31/2004,
9/30/2025,IBRD3875A,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",SCL,"Fully Repaid",1,P007020,"DO IRRIG LAND & WATERSH (SIM)",27632574,5791960,0,21840614.33,21840614,0,0,0,0,0,0,0,11/15/2000,5/15/2015,11/14/1995,5/2/1995,4/29/1997,12/31/2004,5/20/2005
9/30/2025,IBRD3875S,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",SCPD,"Fully Repaid",9,P007020,"DO IRRIG LAND & WATERSH (SIM)",367426,0,0,367426.06,367426,0,0,0,0,0,0,0,11/1/2000,5/1/2015,11/14/1995,5/2/1995,4/29/1997,12/31/2004,
9/30/2025,IBRD39510,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",CPL,"Fully Transferred",7,P035494,"DO-  BASIC EDUCATION",0,0,0,0,0,0,0,0,0,0,0,0,4/15/2001,10/15/2015,10/31/1996,11/9/1995,10/24/1997,6/30/2003,
9/30/2025,IBRD3951A,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",SCL,"Fully Repaid",1,P035494,"DO-  BASIC EDUCATION",36395840,959712,0,35436128.13,35436128,0,0,0,0,0,0,0,4/15/2001,10/15/2015,10/31/1996,11/9/1995,10/24/1997,6/30/2003,11/26/2003
9/30/2025,IBRD3951S,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",SCPD,"Fully Repaid",9,P035494,"DO-  BASIC EDUCATION",604160,0,0,604160.34,604160,0,0,0,0,0,0,0,4/15/2001,10/15/2015,10/31/1996,11/9/1995,10/24/1997,6/30/2003,
9/30/2025,IBRD41270,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",SCL,"Fully Repaid",0,P035722,"DO NATIONAL HWY. PROJ.",75000000,0,0,75000000,75000000,0,0,0,0,0,0,0,10/15/2000,10/15/2012,1/17/1997,12/19/1996,11/10/1997,10/31/2003,3/25/2004
9/30/2025,IBRD42720,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",SCL,"Fully Repaid",1,P007015,"DO Provincial Health Serv. Project",30000000,0,0,30000000,30000000,0,0,0,0,0,0,0,4/15/2002,10/15/2014,3/9/1998,1/15/1998,9/4/1998,6/30/2004,12/30/2003
9/30/2025,IBRD42930,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",SCL,"Fully Repaid",1,P035733,"DO ENVIRONMENT POLICY (LIL)",3000000,242006,0,2757994.18,2757994,0,0,0,0,0,0,0,10/15/2003,4/15/2015,3/9/1998,3/6/1998,9/30/1998,10/31/2002,4/3/2003
9/30/2025,IBRD44200,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",SCL,"Fully Repaid",0,P063201,"DO Hurricane Georges Emergency Recovery",111110000,0,0,111110000,111110000,0,0,0,0,0,0,0,10/15/2002,4/15/2014,12/11/1998,12/10/1998,6/23/1999,6/30/2003,12/16/2003
9/30/2025,IBRD45050,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",SCL,"Fully Repaid",0,P052736,"DO: Telecom Regulatory Reform",12300000,392150,0,11907849.57,11907850,0,0,0,0,0,0,0,3/15/2003,9/15/2015,8/11/1999,7/6/1999,12/22/2000,9/30/2006,2/20/2007
9/30/2025,IBRD45440,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",SCL,"Fully Repaid",2,P059510,"DO WASTEWTR DISPOSAL IN TSM CNTERS",5000000,0,0,5000000,5000000,0,0,0,0,0,0,0,10/15/2004,4/15/2017,4/20/2000,4/19/2000,12/7/2001,6/15/2005,10/4/2005
9/30/2025,IBRD45810,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",SCL,"Fully Repaid",1,P068753,"DO- Global Distance Learning Network",3430000,242809,0,3187191.24,3187191,0,0,0,0,0,0,0,4/15/2006,10/15/2017,10/31/2000,9/22/2000,7/6/2001,11/30/2005,4/7/2006
9/30/2025,IBRD70650,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",FSL,"Fully Repaid",0,P071505,"DO-HIV/AIDS Prevention & Control Proj.",25000000,157610,0,24842390.36,24842390,0,0,0,0,0,0,0,10/15/2006,4/15/2018,6/29/2001,6/28/2001,1/31/2002,7/31/2008,8/8/2012
9/30/2025,IBRD71440,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",FSL,"Fully Repaid",0,P054937,"DO-EARLY CHILDHOOD EDUCATION PROJECT",42000000,904,0,41999096.48,41999096,0,0,0,0,0,0,0,4/15/2008,10/15/2019,12/6/2002,9/5/2002,12/2/2003,8/30/2011,1/20/2012
9/30/2025,IBRD71850,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",FSL,"Fully Repaid",0,P076802,"DO-Health Reform Support (APL)",30000000,700917,0,29299083.37,29299083,0,0,0,0,0,0,0,10/15/2008,4/15/2020,6/27/2003,6/26/2003,1/6/2005,12/31/2009,4/30/2010
9/30/2025,IBRD72150,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",FSL,"Fully Repaid",0,P085433,"DO Social Crisis Response Adjustment Loa",100000000,0,0,100000000,100000000,0,0,0,0,0,0,0,4/15/2009,10/15/2020,2/13/2004,2/12/2004,3/4/2004,8/31/2005,8/12/2005
9/30/2025,IBRD72160,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",FSL,"Fully Repaid",0,P078838,"DO Financial Sector Technical Assistance",12500000,493135,0,12006864.79,12006865,0,0,0,0,0,0,0,4/15/2009,10/15/2020,3/9/2004,2/12/2004,8/11/2005,12/31/2011,5/5/2012
9/30/2025,IBRD72170,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,"Fully Repaid",0,P082715,"DO Power Sector TA  Project",7300000,105,0,7299895.28,7299895,0,0,0,0,0,0,0,4/15/2009,10/15/2020,3/9/2004,2/12/2004,8/12/2005,12/31/2010,5/4/2011
9/30/2025,IBRD72920,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,"Fully Repaid",0,P082712,"DO Power Sector Program Loan",150000000,50000000,0,100000000,100000000,0,0,0,0,0,0,0,10/15/2010,4/15/2022,5/12/2005,5/10/2005,12/20/2006,3/30/2009,12/10/2007
9/30/2025,IBRD73710,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",FSL,"Fully Repaid",0,P096605,"DO Youth Development Project",25000000,2186412,0,22813587.95,22813588,0,0,0,0,0,0,0,4/15/2011,10/15/2022,7/6/2006,3/23/2006,9/20/2007,6/30/2013,12/23/2013
9/30/2025,IBRD74810,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,"Fully Repaid",0,P090010,"DO Social Protection Investment Project",19400000,20391,0,19379608.54,19379609,0,0,0,0,0,0,0,11/15/2012,5/15/2024,9/18/2007,8/2/2007,12/19/2008,4/30/2016,8/30/2016
9/30/2025,IBRD75460,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Repaying,0,P109932,"DO Emergency Recovery & Disaster Mgmt",80000000,53016,0,79946983.71,38720824,41226159.67,0,41226159.67,0,0,0,41226159.67,5/15/2013,11/15/2037,5/27/2008,5/1/2008,5/6/2009,10/31/2016,5/22/2017
9/30/2025,IBRD75600,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Repaying,0,P089866,"DO Electricity Distrib Rehabilitation",42000000,543658,0,41456341.95,20234818,21221524.02,0,21221524.02,0,0,0,21221524.02,11/15/2013,11/15/2037,5/27/2008,5/20/2008,6/18/2009,9/30/2013,2/5/2014
9/30/2025,IBRD76800,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Repaying,0,P054221,"DR Water & Sanit in Tourist Areas",27500000,0,0,27500000,12771230,14728770.13,0,14728770.13,0,0,0,14728770.13,5/15/2015,11/15/2035,9/18/2009,4/2/2009,2/25/2010,3/31/2018,7/31/2018
9/30/2025,IBRD77770,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,"Fully Disbursed",0,P106619,"DO (APL2) Health Ref II",30500000,940876,0,29559124.47,0,29559124.47,0,29559124.47,0,0,0,29559124.47,5/15/2027,5/15/2027,10/30/2009,9/17/2009,1/19/2010,2/29/2016,7/1/2016
9/30/2025,IBRD77790,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Repaying,0,P115145,"DO Prog.PubFinance & Social Sector DPL",150000000,0,0,150000000,54960000,95040000,0,95040000,0,0,0,95040000,11/15/2022,11/15/2032,11/18/2009,11/17/2009,12/1/2009,12/31/2010,12/3/2009
9/30/2025,IBRD77980,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Repaying,0,P090010,"DO Social Protection Investment Project",10000000,21484,0,9978516.13,3233039,6745476.91,0,6745476.91,0,0,0,6745476.91,5/15/2023,11/15/2029,10/30/2009,9/17/2009,7/19/2010,4/30/2016,8/30/2016
9/30/2025,IBRD78090,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Repaying,0,P116972,"DO-1st Perform.&Accbilty SocSctrs DPL",150000000,0,0,150000000,54960000,95040000,0,95040000,0,0,0,95040000,11/15/2022,11/15/2032,11/18/2009,11/17/2009,12/1/2009,12/10/2010,12/3/2009
9/30/2025,IBRD78360,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,"Fully Disbursed",0,P095863,"DO  Municipal Development",20000000,3451369,0,16548630.77,0,16548630.77,0,16548630.77,0,0,0,16548630.77,1/15/2028,1/15/2028,5/10/2010,1/21/2010,12/10/2010,6/15/2017,6/26/2018
9/30/2025,IBRD79720,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Repaying,0,P121778,"DO-2nd Perform.&Accbilty SocSctrs DPL",150000000,0,0,150000000,15000000,135000000,0,135000000,0,0,0,135000000,3/15/2018,9/15/2032,11/23/2010,11/23/2010,12/21/2010,11/1/2011,12/22/2010
9/30/2025,IBRD80970,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Repaying,0,P125806,"DO-3rd Perform.&Accbilty of SocSctrs DPL",70000000,0,0,70000000,26761000,43239000,0,43239000,0,0,0,43239000,9/15/2016,9/15/2041,11/18/2011,11/17/2011,2/8/2012,11/30/2012,2/14/2012
9/30/2025,IBRD80980,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Repaying,0,P109932,"DO Emergency Recovery & Disaster Mgmt",20000000,22550,0,19977450.12,7528190,12449260.35,0,12449260.35,0,0,0,12449260.35,9/15/2016,9/15/2041,11/18/2011,11/17/2011,11/9/2012,10/31/2016,5/19/2017
9/30/2025,IBRD84270,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Economia, Planificacion y",DO,"Dominican Republic",FSL,Terminated,0,P147483,"DO CARCIP 1B - Dominican Republic",0,30000000,0,0,0,0,0,0,0,0,0,0,3/15/2020,9/15/2044,,9/25/2014,,6/30/2020,
9/30/2025,IBRD84790,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Repaying,0,P147213,"DR Integrated Social Protect & Prom MST",75000000,610646,0,74389353.93,14134206,60255148.34,0,60255148.34,0,0,0,60255148.34,3/15/2020,9/15/2048,3/23/2015,3/12/2015,10/28/2015,9/20/2022,2/7/2023
9/30/2025,IBRD85400,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,"Fully Disbursed",0,P146831,"DR Support to the Nat. Education Pact",50000000,2500000,0,47500000,0,47500000,0,47500000,0,0,0,47500000,2/15/2027,2/15/2040,10/8/2015,9/30/2015,12/9/2016,6/30/2023,9/13/2023
9/30/2025,IBRD85480,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,"Fully Disbursed",0,P155425,"DO Strengthening PFM DPL",60000000,0,0,60000000,0,60000000,0,60000000,0,0,0,60000000,2/1/2027,8/1/2038,11/11/2015,11/4/2015,12/28/2015,6/30/2017,12/29/2015
9/30/2025,IBRD85630,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,"Fully Disbursed",0,P147277,"DR Dist. Grid Moderniz & Loss Reduction",120000000,7780519,0,112219480.6,0,112219480.6,0,112219480.6,0,0,0,112219480.6,3/15/2027,3/15/2040,12/29/2015,12/15/2015,1/27/2017,11/30/2022,3/30/2023
9/30/2025,IBRD87870,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,"Fully Disbursed",0,P159351,"DR DPL with a Cat DDO",150000000,0,0,150000000,0,150000000,0,150000000,0,0,0,150000000,1/15/2033,7/15/2039,12/22/2017,9/28/2017,8/28/2018,2/28/2021,3/24/2020
9/30/2025,IBRD89120,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Disbursing,0,P163260,"DR Resilient Agri & Water management MST",80000000,0,59196530,20803470,0,20803470,0,20803470,0,0,0,80000000,1/15/2027,7/15/2047,1/28/2020,12/13/2018,1/11/2022,10/2/2026,8/4/2025
9/30/2025,IBRD89130,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,"Fully Cancelled",0,P146831,"DR Support to the Nat. Education Pact",100000000,100000000,0,0,0,0,0,0,0,0,0,0,12/1/2038,12/1/2038,12/10/2019,12/13/2018,1/31/2022,1/31/2022,
9/30/2025,IBRD91440,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,"Fully Disbursed",0,P174145,"DR COVID-19 Emergency Support DPF",100000000,0,0,100000000,0,100000000,0,100000000,0,0,0,100000000,1/15/2040,1/15/2040,9/28/2020,6/18/2020,12/17/2020,3/31/2021,12/21/2020
9/30/2025,IBRD92420,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Disbursing,0,P171778,"WSS Services Improvement Project",43500000,0,34141250,9358750,0,9358750,0,9358750,0,0,0,43500000,5/15/2041,5/15/2041,7/14/2021,5/27/2021,2/9/2022,5/15/2028,7/30/2025
9/30/2025,IBRD93620,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,"Fully Disbursed",0,P175874,"Electricity Reform DPL",400000000,0,0,400000000,0,400000000,0,400000000,0,0,0,400000000,4/15/2027,10/15/2040,5/20/2022,3/31/2022,1/9/2023,9/30/2023,1/19/2023
9/30/2025,IBRD93920,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Disbursing,0,P176581,"National Housing Program Project",100000000,0,88670914.7,11329085.3,0,11329085.3,0,11329085.3,0,0,0,100000000,11/15/2027,5/15/2057,7/26/2022,5/31/2022,9/3/2024,6/30/2026,2/24/2025
9/30/2025,IBRD94520,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Disbursing,0,P178122,"DR Second Cat DDO",230000000,0,228850000,1150000,0,1150000,0,1150000,0,0,0,230000000,11/15/2027,11/15/2039,1/27/2023,12/2/2022,1/12/2024,1/15/2026,1/12/2024
9/30/2025,IBRD94730,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Disbursing,0,P180163,"DR - Emergency and Resilience Project",200000000,0,197725490,2274510,0,2274510,0,2274510,0,0,0,200000000,11/15/2027,11/15/2039,10/25/2023,1/23/2023,11/22/2024,1/24/2028,6/10/2025
9/30/2025,IBRD94900,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Disbursing,0,P177823,"Water Sector Modernization Program",250000000,0,190893961.9,59106038.08,0,59106038.08,0,59106038.08,0,0,0,250000000,5/15/2028,11/15/2057,7/5/2023,3/24/2023,5/30/2024,12/31/2027,9/19/2025
9/30/2025,IBRD95280,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,"Fully Disbursed",0,P178570,"Electricity Reform DPL 2",400000000,0,0,400000000,0,400000000,0,400000000,0,0,0,400000000,4/15/2028,4/15/2042,7/31/2023,5/26/2023,2/1/2024,6/28/2024,2/5/2024
9/30/2025,IBRD95300,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Disbursing,0,P179440,"Integrated SP Inclusion & Res (INSPIRE)",100000000,0,93398978.39,6601021.61,0,6601021.61,0,6601021.61,0,0,0,100000000,5/15/2029,11/15/2057,8/24/2023,5/24/2023,5/16/2024,4/27/2028,9/30/2025
9/30/2025,IBRD96130,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Disbursing,0,P180302,"Public Administration Reform",40000000,0,39100000,900000,0,900000,0,900000,0,0,0,40000000,11/15/2043,11/15/2043,4/30/2024,11/28/2023,1/24/2025,5/31/2029,6/4/2025
9/30/2025,IBRD96200,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Disbursing,0,P180349,"DR Natl Health System Strengthening",190000000,0,188215000,1785000,0,1785000,0,1785000,0,0,0,190000000,5/15/2033,5/15/2058,3/21/2024,12/6/2023,12/13/2024,11/30/2029,9/11/2025
9/30/2025,IBRD96240,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Disbursing,0,P180512,"DR Distribution & Utility Strengthening",225000000,0,224437500,562500,0,562500,0,562500,0,0,0,225000000,5/15/2035,11/15/2058,5/20/2024,12/13/2023,4/24/2025,11/2/2028,4/24/2025
9/30/2025,IBRD96870,"LATIN AMERICA AND CARIBBEAN",DO,"Dominican Republic","Ministerio de Hacienda",DO,"Dominican Republic",FSL,Disbursing,0,P500557,"CC DPL",400000000,0,0,400000000,0,400000000,0,400000000,0,0,0,400000000,5/15/2036,5/15/2059,8/22/2024,6/7/2024,4/1/2025,12/31/2025,4/16/2025
9/30/2025,IBRD01310,"MID EAST, NORTH AFRICA, AFG, PAK",DZ,Algeria,"MINISTERE DE L'ECONOMIE",FR,France,NPL,"Fully Repaid",5,P004872,POWER,10000000,0,0,10000000,2170000,0,0,0,7830000,7830000,0,0,3/1/1957,9/1/1975,8/26/1955,8/26/1955,6/5/1956,2/28/1957,
9/30/2025,IBRD02420,"MID EAST, NORTH AFRICA, AFG, PAK",DZ,Algeria,"MINISTERE DE L'ECONOMIE",FR,France,NPL,"Fully Repaid",6,P004873,"SOPEG PIPELINE",50000000,0,0,50000000,25000000,0,0,0,25000000,25000000,0,0,5/15/1961,11/15/1971,12/10/1959,12/9/1959,4/15/1960,5/15/1961,
9/30/2025,IBRD03780,"MID EAST, NORTH AFRICA, AFG, PAK",DZ,Algeria,"MINISTERE DES FINANCES",DZ,Algeria,NPL,"Fully Repaid",6,P004874,"CAMEL GAS LIQUEFACTION",20500000,0,0,20500000,18525000,0,-0.01,-0.01,1975000,1975000,0,0,5/15/1966,5/15/1976,5/14/1964,5/7/1964,7/29/1964,3/31/1965,
